user_id,n_test,n_relevant,precision_at_k,recall_at_k
848,28,24,1.0,0.4166666666666667
849,5,5,1.0,1.0
850,7,6,0.8571428571428571,1.0
851,31,13,1.0,0.46153846153846156
852,12,4,1.0,0.25
853,8,1,0.0,0.0
854,37,9,0.0,0.0
855,3,1,0.0,0.0
856,4,3,0.0,0.0
857,5,2,0.0,0.0
858,3,2,1.0,1.0
859,8,4,0.5,0.25
860,10,5,0.0,0.0
861,4,1,0.5,1.0
862,42,35,1.0,0.2857142857142857
863,22,11,1.0,0.09090909090909091
864,55,38,1.0,0.2631578947368421
865,14,1,0.0,0.0
866,5,0,0.0,0.0
867,16,13,0.8,0.6153846153846154
868,42,11,0.0,0.0
869,7,1,1.0,1.0
870,52,31,0.6666666666666666,0.06451612903225806
871,14,6,0.5,0.16666666666666666
872,9,4,0.0,0.0
873,4,3,0.0,0.0
874,8,8,1.0,0.625
875,24,19,0.9,0.47368421052631576
876,5,4,1.0,1.0
877,18,12,0.75,0.5
878,33,15,0.0,0.0
879,5,2,0.0,0.0
880,74,38,1.0,0.2631578947368421
881,58,34,0.6666666666666666,0.058823529411764705
882,38,28,1.0,0.35714285714285715
883,63,45,1.0,0.2222222222222222
884,9,7,0.75,0.42857142857142855
885,22,12,0.0,0.0
886,43,24,1.0,0.125
887,34,27,0.7,0.25925925925925924
888,5,5,1.0,0.4
889,58,31,1.0,0.06451612903225806
890,25,17,0.7,0.4117647058823529
891,12,10,0.875,0.7
892,48,39,1.0,0.2564102564102564
893,11,3,0.0,0.0
894,46,26,0.8333333333333334,0.19230769230769232
895,2,2,1.0,0.5
896,81,27,0.0,0.0
897,38,23,0.5,0.21739130434782608
898,4,3,1.0,0.3333333333333333
899,27,17,0.5,0.058823529411764705
900,9,3,0.0,0.0
901,28,15,0.7777777777777778,0.4666666666666667
902,9,5,1.0,0.2
903,35,26,0.9,0.34615384615384615
904,6,4,0.0,0.0
905,3,1,0.0,0.0
906,7,6,1.0,0.3333333333333333
907,22,20,0.9,0.45
908,10,7,1.0,0.14285714285714285
909,7,7,1.0,0.5714285714285714
910,13,6,0.0,0.0
911,16,11,0.5,0.2727272727272727
912,6,3,0.0,0.0
913,21,11,0.0,0.0
914,3,0,0.0,0.0
915,3,0,0.0,0.0
916,63,26,0.7142857142857143,0.19230769230769232
917,12,7,1.0,0.14285714285714285
918,18,7,1.0,0.14285714285714285
919,39,23,0.5,0.043478260869565216
920,5,4,0.0,0.0
921,18,12,0.0,0.0
922,22,9,0.0,0.0
923,13,11,1.0,0.5454545454545454
924,16,8,1.0,0.375
925,7,2,0.0,0.0
926,5,2,1.0,0.5
927,20,13,0.8,0.3076923076923077
928,5,5,1.0,0.8
929,8,4,0.0,0.0
930,17,6,0.0,0.0
931,13,11,1.0,0.09090909090909091
932,52,37,1.0,0.2702702702702703
933,41,10,0.0,0.0
934,46,37,0.4,0.05405405405405406
935,7,7,0.0,0.0
936,30,16,0.8333333333333334,0.3125
937,10,7,0.0,0.0
938,17,6,0.0,0.0
939,10,8,1.0,0.75
940,19,13,1.0,0.07692307692307693
941,4,3,1.0,0.6666666666666666
942,16,13,0.9,0.6923076923076923
943,44,23,0.8,0.17391304347826086
