,split
5180,train
5181,test
5182,train
5183,train
5184,train
5185,train
5186,train
5187,test
5188,train
5189,train
5190,train
5191,train
5192,train
5193,train
5194,train
5195,train
5196,test
5197,train
5198,train
5199,train
5200,train
5201,train
5202,test
5203,train
5204,train
5205,train
5206,train
5207,train
5208,train
5209,train
5210,train
5211,train
5212,train
5213,train
5214,train
5215,train
5216,train
5217,train
5218,train
5219,train
5220,train
5221,train
5222,train
5223,test
5224,train
5225,train
5226,train
5227,train
5228,train
5229,train
5230,train
5231,train
5232,train
5233,test
5234,train
5235,train
5236,train
5237,train
5238,train
5239,test
5240,test
5241,train
5242,train
5243,train
5244,test
5245,train
5246,train
5247,train
5248,train
5249,train
5250,train
5251,train
5252,train
5253,test
5254,train
5255,test
5256,train
5257,train
5258,test
5259,test
5260,train
5261,train
5262,train
5263,train
5264,train
5265,test
5266,test
5267,train
5268,train
5269,train
5270,train
5271,train
5272,train
5273,train
5274,train
5275,train
5276,train
5277,train
5278,train
5279,train
5280,train
5281,train
5282,test
5283,train
5284,test
5285,test
5286,train
5287,train
5288,test
5289,train
5290,train
5291,train
5292,train
5293,train
5294,train
5295,train
5296,train
5297,train
5298,train
5299,train
5300,train
5301,train
5302,test
5303,train
5304,train
5305,train
5306,train
5307,train
5308,train
5309,test
5310,train
5311,train
5312,train
5313,train
5314,train
5315,train
5316,train
5317,train
5318,train
5319,train
5320,train
5321,train
5322,train
5323,train
5324,train
5325,test
5326,train
5327,train
5328,train
5329,train
5330,test
5331,test
5332,train
5333,train
5334,test
5335,train
5336,train
5337,test
5338,test
5339,train
5340,train
5341,train
5342,train
5343,train
5344,test
5345,test
5346,train
5347,train
5348,train
5349,test
5350,train
5351,train
5352,train
5353,train
5354,train
5355,train
5356,train
5357,train
5358,train
5359,train
5360,train
5361,train
5362,train
5363,test
5364,test
5365,train
5366,test
5367,test
5368,test
5369,train
5370,train
5371,test
5372,train
5373,train
5374,train
5375,test
5376,train
5377,train
5378,train
5379,train
5380,train
5381,train
5382,test
5383,train
5384,train
5385,train
5386,train
5387,test
5388,test
5389,test
5390,train
5391,test
5392,train
5393,train
5394,train
5395,train
5396,train
5397,test
5398,train
5399,test
5400,train
5401,test
5402,test
5403,train
5404,train
5405,train
5406,train
5407,train
5408,train
5409,train
5410,train
5411,train
5412,train
5413,train
5414,train
5415,train
5416,train
5417,train
5418,train
5419,train
5420,test
5421,train
5422,train
5423,test
5424,train
5425,test
5426,train
5427,train
5428,test
5429,train
5430,train
5431,train
5432,train
5433,train
5434,train
5435,test
5436,train
5437,train
5438,train
5439,train
5440,train
5441,train
5442,train
5443,train
5444,train
5445,train
5446,train
5447,train
5448,train
5449,train
5450,train
5451,train
5452,train
5453,train
5454,train
5455,train
5456,test
5457,train
5458,train
5459,train
5460,train
5461,train
5462,train
5463,train
5464,train
5465,train
5466,train
5467,train
5468,train
5469,train
5470,train
5471,train
5472,train
5473,train
5474,train
5475,train
5476,train
5477,train
5478,train
5479,train
5480,train
5481,test
5482,train
5483,train
5484,train
5485,train
5486,train
5487,train
5488,train
5489,train
5490,test
5491,train
5492,train
5493,train
5494,test
5495,train
5496,test
5497,train
5498,train
5499,test
5500,train
5501,train
5502,train
5503,train
5504,train
5505,train
5506,train
5507,train
5508,train
5509,test
5510,train
5511,train
5512,train
5513,train
5514,train
5515,test
5516,train
5517,train
5518,train
5519,train
5520,train
5521,train
5522,train
5523,train
5524,train
5525,test
5526,test
5527,train
5528,test
5529,train
5530,train
5531,train
5532,train
5533,train
5534,train
5535,train
5536,train
5537,test
5538,train
5539,train
5540,train
5541,train
5542,train
5543,train
5544,test
5545,train
5546,train
5547,train
5548,train
5549,train
5550,train
5551,train
5552,train
5553,train
5554,train
5555,train
5556,train
5557,test
5558,train
5559,train
5560,train
5561,test
5562,train
5563,train
5564,test
5565,test
5566,train
5567,train
5568,train
5569,train
5570,train
5571,train
5572,train
5573,train
5574,train
5575,train
5576,train
5577,train
5578,train
5579,train
5580,train
5581,train
5582,train
5583,train
5584,train
5585,train
5586,train
5587,train
5588,train
5589,train
5590,train
5591,train
5592,train
5593,train
5594,train
5595,train
5596,test
5597,train
5598,train
5599,train
5600,train
5601,test
5602,train
5603,train
5604,test
5605,train
5606,test
5607,train
5608,train
5609,test
5610,test
5611,train
5612,train
5613,train
5614,train
5615,train
5616,train
5617,train
5618,train
5619,train
5620,train
5621,train
5622,train
5623,train
5624,test
5625,test
5626,test
5627,train
5628,train
5629,test
5630,train
5631,train
5632,test
5633,train
5634,train
5635,train
5636,train
5637,train
5638,test
5639,train
5640,train
5641,train
5642,train
5643,test
5644,test
5645,test
5646,train
5647,train
5648,test
5649,train
5650,train
5651,train
5652,train
5653,train
5654,train
5655,test
5656,train
5657,train
5658,train
5659,test
5660,test
5661,train
5662,test
5663,train
5664,train
5665,train
5666,train
5667,train
5668,train
5669,train
5670,train
5671,train
5672,test
5673,train
5674,test
5675,train
5676,train
5677,train
5678,train
5679,test
5680,train
5681,train
5682,train
5683,train
5684,train
5685,train
5686,test
5687,train
5688,train
5689,test
5690,train
5691,train
5692,train
5693,train
5694,test
5695,train
5696,test
5697,train
5698,train
5699,test
5700,train
5701,train
5702,test
5703,train
5704,train
5705,train
5706,train
5707,train
5708,test
5709,train
5710,train
5711,train
5712,train
5713,train
5714,test
5715,test
5716,train
5717,train
5718,train
5719,train
5720,test
5721,train
5722,train
5723,train
5724,train
5725,train
5726,train
5727,test
5728,train
5729,train
5730,train
5731,test
5732,train
5733,train
5734,test
5735,train
5736,train
5737,train
5738,train
5739,train
5740,train
5741,train
5742,train
5743,train
5744,test
5745,train
5746,train
5747,train
5748,train
5749,train
5750,test
5751,train
5752,train
5753,train
5754,train
5755,train
5756,train
5757,train
5758,train
5759,test
5760,train
5761,train
5762,test
5763,train
5764,train
5765,train
5766,train
5767,train
5768,train
5769,train
5770,train
5771,train
5772,train
5773,train
5774,train
5775,train
5776,train
5777,train
5778,test
5779,test
5780,train
5781,train
5782,train
5783,train
5784,train
5785,train
5786,test
5787,test
5788,train
5789,train
5790,train
5791,test
5792,train
5793,train
5794,train
5795,train
5796,train
5797,train
5798,train
5799,train
5800,train
5801,test
5802,test
5803,train
5804,train
5805,test
5806,train
5807,train
5808,train
5809,train
5810,test
5811,train
5812,train
5813,train
5814,train
5815,test
5816,train
5817,train
5818,train
5819,test
5820,train
5821,test
5822,train
5823,train
5824,train
5825,train
5826,train
5827,test
5828,train
5829,train
5830,train
5831,train
5832,train
5833,train
5834,train
5835,train
5836,train
5837,train
5838,train
5839,train
5840,train
5841,test
5842,train
5843,test
5844,train
5845,train
5846,train
5847,train
5848,train
5849,test
5850,test
5851,train
5852,train
5853,test
5854,train
5855,test
5856,train
5857,train
5858,test
5859,train
5860,train
5861,train
5862,train
5863,train
5864,train
5865,train
5866,train
5867,train
5868,train
5869,test
5870,train
5871,train
5872,train
5873,train
5874,train
5875,train
5876,train
5877,train
5878,train
5879,train
5880,train
5881,train
5882,train
5883,train
5884,train
5885,train
5886,train
5887,train
5888,train
5889,test
5890,test
5891,train
5892,train
5893,test
5894,train
5895,train
5896,test
5897,train
5898,train
5899,train
5900,test
5901,train
5902,train
5903,train
5904,train
5905,train
5906,train
5907,test
5908,train
5909,train
5910,train
5911,test
5912,train
5913,train
5914,train
5915,train
5916,train
5917,train
5918,train
5919,train
5920,test
5921,train
5922,train
5923,train
5924,train
5925,test
5926,train
5927,train
5928,train
5929,train
5930,train
5931,test
5932,train
5933,train
5934,train
5935,train
5936,train
5937,train
5938,train
5939,train
5940,train
5941,train
5942,train
5943,train
5944,train
5945,train
5946,train
5947,test
5948,test
5949,test
5950,train
5951,train
5952,test
5953,train
5954,train
5955,train
5956,train
5957,train
5958,train
5959,train
5960,train
5961,test
5962,train
5963,test
5964,train
5965,train
5966,test
5967,test
5968,test
5969,train
5970,train
5971,train
5972,train
5973,test
5974,train
5975,train
5976,test
5977,test
5978,train
5979,train
5980,train
5981,train
5982,train
5983,test
5984,train
5985,train
5986,test
5987,test
5988,train
5989,train
5990,train
5991,train
5992,test
5993,train
5994,train
5995,train
5996,train
5997,train
5998,train
5999,train
6000,train
6001,train
6002,train
6003,test
6004,train
6005,train
6006,train
6007,train
6008,train
6009,train
6010,test
6011,train
6012,train
6013,train
6014,train
6015,train
6016,train
6017,train
6018,train
6019,train
6020,train
6021,train
6022,train
6023,train
6024,train
6025,train
6026,test
6027,train
6028,train
6029,train
6030,test
6031,test
6032,test
6033,train
6034,train
6035,train
6036,train
6037,train
6038,train
6039,train
6040,train
6041,test
6042,test
6043,train
6044,train
6045,test
6046,train
6047,train
6048,test
6049,train
6050,train
6051,train
6052,train
6053,train
6054,test
6055,test
6056,train
6057,train
6058,train
6059,train
6060,train
6061,train
6062,train
6063,train
6064,train
6065,test
6066,train
6067,train
6068,train
6069,test
6070,train
6071,test
6072,train
6073,train
6074,train
6075,test
6076,train
6077,train
6078,train
6079,train
6080,train
6081,train
6082,test
6083,train
6084,train
6085,train
6086,train
6087,train
6088,train
6089,test
6090,train
6091,train
6092,train
6093,train
6094,train
6095,test
6096,train
6097,test
6098,train
6099,train
6100,train
6101,test
6102,train
6103,train
6104,train
6105,test
6106,train
6107,train
6108,train
6109,test
6110,train
6111,train
6112,train
6113,train
6114,train
6115,train
6116,test
6117,train
6118,train
6119,train
6120,test
6121,train
6122,train
6123,train
6124,train
6125,train
6126,train
6127,train
6128,train
6129,train
6130,train
6131,train
6132,train
6133,train
6134,test
6135,test
6136,train
6137,train
6138,train
6139,train
6140,test
6141,train
6142,train
6143,train
6144,train
6145,train
6146,train
6147,test
6148,train
6149,train
6150,test
6151,train
6152,train
6153,train
6154,train
6155,test
6156,test
6157,train
6158,train
6159,test
6160,train
6161,train
6162,test
6163,train
6164,train
6165,test
6166,train
6167,train
6168,train
6169,train
6170,test
6171,train
6172,train
6173,train
6174,train
6175,train
6176,test
6177,train
6178,train
6179,test
6180,train
6181,train
6182,train
6183,train
6184,train
6185,train
6186,train
6187,train
6188,train
6189,test
6190,train
6191,train
6192,train
6193,train
6194,train
6195,train
6196,train
6197,train
6198,test
6199,test
6200,train
6201,train
6202,train
6203,train
6204,train
6205,train
6206,train
6207,train
6208,test
6209,train
6210,train
6211,train
6212,train
6213,train
6214,test
6215,train
6216,train
6217,train
6218,train
6219,train
6220,train
6221,train
6222,train
6223,train
6224,train
6225,train
6226,train
6227,test
6228,train
6229,train
6230,train
6231,train
6232,train
6233,train
6234,test
6235,train
6236,train
6237,train
6238,train
6239,test
6240,train
6241,test
6242,test
6243,train
6244,train
6245,train
6246,train
6247,train
6248,test
6249,train
6250,train
6251,train
6252,train
6253,train
6254,train
6255,train
6256,train
6257,train
6258,train
6259,train
6260,train
6261,train
6262,train
6263,test
6264,train
6265,train
6266,train
6267,train
6268,train
6269,train
6270,train
6271,train
6272,train
6273,train
6274,test
6275,train
6276,test
6277,train
6278,train
6279,train
6280,train
6281,train
6282,train
6283,train
6284,train
6285,train
6286,train
6287,train
6288,train
6289,train
6290,train
6291,test
6292,train
6293,train
6294,train
6295,train
6296,train
6297,test
6298,test
6299,train
6300,train
6301,train
6302,train
6303,train
6304,train
6305,train
6306,train
6307,train
6308,train
6309,train
6310,train
6311,test
6312,train
6313,train
6314,train
6315,train
6316,test
6317,train
6318,test
6319,train
6320,train
6321,train
6322,train
6323,train
6324,train
6325,train
6326,train
6327,train
6328,test
6329,test
6330,train
6331,train
6332,train
6333,train
6334,train
6335,train
6336,train
6337,train
6338,train
6339,train
6340,train
6341,train
6342,train
6343,train
6344,train
6345,train
6346,train
6347,train
6348,test
6349,train
6350,train
6351,train
6352,train
6353,test
6354,train
6355,train
6356,train
6357,train
6358,train
6359,train
6360,train
6361,train
6362,train
6363,train
6364,test
6365,test
6366,train
6367,train
6368,train
6369,train
6370,train
6371,train
6372,train
6373,train
6374,train
6375,test
6376,test
6377,test
6378,train
6379,test
6380,test
6381,train
6382,train
6383,train
6384,train
6385,train
6386,test
6387,train
6388,train
6389,train
6390,train
6391,train
6392,train
6393,train
6394,train
6395,train
6396,train
6397,train
6398,train
6399,train
6400,train
6401,train
6402,train
6403,test
6404,train
6405,test
6406,train
6407,test
6408,train
6409,test
6410,train
6411,test
6412,train
6413,train
6414,test
6415,train
6416,test
6417,train
6418,train
6419,train
6420,test
6421,test
6422,train
6423,train
6424,train
6425,train
6426,train
6427,test
6428,train
6429,train
6430,train
6431,train
6432,train
6433,train
6434,train
6435,train
6436,train
6437,train
6438,train
6439,train
6440,train
6441,train
6442,train
6443,train
6444,train
6445,train
6446,test
6447,test
6448,train
6449,train
6450,train
6451,train
6452,train
6453,train
6454,train
6455,train
6456,test
6457,test
6458,train
6459,train
6460,train
6461,train
6462,train
6463,test
6464,train
6465,train
6466,test
6467,train
6468,train
6469,train
6470,test
6471,train
6472,train
6473,train
6474,train
6475,test
6476,train
6477,test
6478,test
6479,test
6480,train
6481,train
6482,test
6483,train
6484,test
6485,train
6486,train
6487,train
6488,train
6489,test
6490,train
6491,test
6492,train
6493,train
6494,train
6495,train
6496,train
6497,train
6498,train
6499,train
6500,train
6501,train
6502,train
6503,train
6504,train
6505,train
6506,train
6507,train
6508,train
6509,test
6510,train
6511,train
6512,train
6513,train
6514,test
6515,train
6516,test
6517,test
6518,test
6519,test
6520,train
6521,train
6522,train
6523,train
6524,train
6525,train
6526,train
6527,test
6528,train
6529,test
6530,test
6531,train
6532,train
6533,test
6534,train
6535,train
6536,test
6537,train
6538,train
6539,train
6540,train
6541,train
6542,train
6543,train
6544,train
6545,train
6546,train
6547,train
6548,train
6549,test
6550,train
6551,train
6552,train
6553,train
6554,train
6555,test
6556,train
6557,train
6558,train
6559,test
6560,test
6561,test
6562,train
6563,train
6564,train
6565,train
6566,train
6567,train
6568,test
6569,train
6570,train
6571,train
6572,test
6573,train
6574,train
6575,train
6576,train
6577,train
6578,test
6579,test
6580,train
6581,train
6582,train
6583,train
6584,train
6585,test
6586,train
6587,train
6588,test
6589,train
6590,test
6591,train
6592,train
6593,train
6594,train
6595,test
6596,test
6597,train
6598,train
6599,train
6600,train
6601,test
6602,train
6603,train
6604,train
6605,test
6606,test
6607,train
6608,test
6609,train
6610,test
6611,train
6612,train
6613,train
6614,train
6615,train
6616,train
6617,train
6618,train
6619,train
6620,train
6621,test
6622,train
6623,train
6624,test
6625,test
6626,train
6627,train
6628,train
6629,train
6630,train
6631,test
6632,train
6633,train
6634,train
6635,train
6636,train
6637,test
6638,train
6639,train
6640,train
6641,train
6642,train
6643,train
6644,train
6645,test
6646,train
6647,train
6648,test
6649,train
6650,train
6651,train
6652,test
6653,train
6654,train
6655,train
6656,test
6657,train
6658,train
6659,train
6660,train
6661,train
6662,train
6663,test
6664,train
6665,train
6666,train
6667,train
6668,test
6669,train
6670,test
6671,test
6672,train
6673,train
6674,test
6675,train
6676,test
6677,train
6678,test
6679,test
6680,train
6681,train
6682,test
6683,train
6684,test
6685,test
6686,train
6687,train
6688,train
6689,test
6690,test
6691,train
6692,train
6693,train
6694,train
6695,train
6696,train
6697,train
6698,train
6699,train
6700,train
6701,train
6702,train
6703,test
6704,train
6705,test
6706,train
6707,train
6708,train
6709,test
6710,train
6711,train
6712,test
6713,train
6714,train
6715,train
6716,train
6717,test
6718,test
6719,train
6720,train
6721,train
6722,train
6723,test
6724,train
6725,test
6726,train
6727,train
6728,test
6729,test
6730,train
6731,train
6732,train
6733,train
6734,train
6735,train
6736,train
6737,train
6738,test
6739,train
6740,train
6741,train
6742,train
6743,train
6744,train
6745,train
6746,train
6747,train
6748,train
6749,train
6750,train
6751,train
6752,train
6753,test
6754,train
6755,train
6756,train
6757,train
6758,train
6759,train
6760,train
6761,test
6762,train
6763,train
6764,train
6765,train
6766,test
6767,train
6768,train
6769,train
6770,train
6771,train
6772,train
6773,test
6774,train
6775,train
6776,train
6777,train
6778,test
6779,test
6780,train
6781,train
6782,train
6783,test
6784,train
6785,train
6786,train
6787,train
6788,test
6789,test
6790,test
6791,train
6792,test
6793,train
6794,train
6795,train
6796,train
6797,train
6798,train
6799,test
6800,train
6801,train
6802,train
6803,train
6804,train
6805,train
6806,train
6807,train
6808,test
6809,train
6810,train
6811,train
6812,train
6813,train
6814,train
6815,train
6816,train
6817,test
6818,train
6819,train
6820,test
6821,train
6822,train
6823,train
6824,train
6825,test
6826,train
6827,train
6828,train
6829,train
6830,train
6831,train
6832,train
6833,train
6834,train
6835,train
6836,train
6837,train
6838,train
6839,train
6840,test
6841,train
6842,test
6843,test
6844,test
6845,train
6846,train
6847,train
6848,test
6849,train
6850,train
6851,train
6852,train
6853,train
6854,train
6855,train
6856,train
6857,train
6858,train
6859,train
6860,train
6861,test
6862,train
6863,train
6864,train
6865,train
6866,train
6867,test
6868,test
6869,test
6870,train
6871,train
6872,train
6873,train
6874,train
6875,train
6876,train
6877,train
6878,test
6879,train
6880,train
6881,train
6882,train
6883,train
6884,test
6885,train
6886,train
6887,train
6888,train
6889,train
6890,train
6891,train
6892,train
6893,test
6894,train
6895,train
6896,train
6897,train
6898,test
6899,train
6900,train
6901,train
6902,train
6903,train
6904,train
6905,test
6906,train
6907,train
6908,train
6909,train
6910,train
6911,train
6912,train
6913,train
6914,train
6915,train
6916,train
6917,train
6918,test
6919,train
6920,train
6921,train
6922,test
6923,train
6924,train
6925,test
6926,train
6927,test
6928,test
6929,train
6930,train
6931,train
6932,train
6933,train
6934,train
6935,train
6936,train
6937,train
6938,train
6939,train
6940,train
6941,test
6942,train
6943,train
6944,train
6945,test
6946,train
6947,test
6948,train
6949,train
6950,train
6951,train
6952,train
6953,train
6954,train
6955,train
6956,train
6957,test
6958,train
6959,train
6960,train
6961,test
6962,test
6963,train
6964,train
6965,train
6966,train
6967,train
6968,train
6969,test
6970,test
6971,train
6972,train
6973,train
6974,train
6975,train
6976,test
6977,train
6978,train
6979,train
6980,test
6981,train
6982,train
6983,train
6984,test
6985,train
6986,train
6987,train
6988,train
6989,train
6990,train
6991,train
6992,train
6993,train
6994,train
6995,train
6996,test
6997,train
6998,train
6999,test
7000,train
7001,train
7002,train
7003,test
7004,test
7005,train
7006,test
7007,test
7008,train
7009,train
7010,train
7011,train
7012,train
7013,train
7014,train
7015,test
7016,train
7017,train
7018,train
7019,test
7020,train
7021,train
7022,test
7023,train
7024,train
7025,train
7026,train
7027,train
7028,test
7029,test
7030,test
7031,train
7032,train
7033,train
7034,test
7035,test
7036,train
7037,train
7038,train
7039,train
7040,train
7041,train
7042,train
7043,test
7044,train
7045,train
7046,train
7047,test
7048,train
7049,test
7050,test
7051,train
7052,train
7053,train
7054,train
7055,train
7056,train
7057,train
7058,train
7059,train
7060,train
7061,test
7062,train
7063,train
7064,train
7065,train
7066,train
7067,train
7068,train
7069,train
7070,train
7071,train
7072,train
7073,test
7074,train
7075,train
7076,train
7077,train
7078,train
7079,train
7080,test
7081,train
7082,train
7083,train
7084,train
7085,train
7086,train
7087,train
7088,train
7089,train
7090,test
7091,train
7092,train
7093,train
7094,test
7095,train
7096,train
7097,train
7098,train
7099,test
7100,train
7101,train
7102,train
7103,train
7104,test
7105,train
7106,train
7107,train
7108,train
7109,train
7110,train
7111,train
7112,train
7113,test
7114,train
7115,train
7116,train
7117,train
7118,train
7119,train
7120,train
7121,train
7122,train
7123,train
7124,train
7125,train
7126,train
7127,train
7128,train
7129,train
7130,train
7131,train
7132,test
7133,train
7134,test
7135,train
7136,train
7137,test
7138,train
7139,test
7140,train
7141,train
7142,train
7143,test
7144,train
7145,train
7146,train
7147,train
7148,train
7149,train
7150,train
7151,train
7152,train
7153,train
7154,train
7155,train
7156,train
7157,train
7158,train
7159,train
7160,train
7161,train
7162,train
7163,train
7164,train
7165,train
7166,train
7167,train
7168,train
7169,train
7170,test
7171,train
7172,train
7173,train
7174,train
7175,train
7176,train
7177,test
7178,test
7179,train
7180,train
7181,test
7182,train
7183,test
7184,train
7185,train
7186,train
7187,train
7188,train
7189,test
7190,train
7191,train
7192,train
7193,train
7194,train
7195,train
7196,train
7197,train
7198,train
7199,test
7200,train
7201,train
7202,train
7203,train
7204,train
7205,test
7206,test
7207,train
7208,test
7209,train
7210,train
7211,train
7212,train
7213,test
7214,train
7215,test
7216,train
7217,train
7218,train
7219,train
7220,train
7221,train
7222,train
7223,train
7224,train
7225,train
7226,train
7227,train
7228,train
7229,test
7230,train
7231,train
7232,train
7233,train
7234,test
7235,train
7236,train
7237,test
7238,train
7239,train
7240,train
7241,train
7242,train
7243,train
7244,train
7245,train
7246,train
7247,train
7248,train
7249,train
7250,train
7251,train
7252,train
7253,train
7254,train
7255,train
7256,train
7257,train
7258,train
7259,train
7260,train
7261,train
7262,test
7263,train
7264,train
7265,train
7266,train
7267,train
7268,test
7269,train
7270,train
7271,train
7272,test
7273,train
7274,train
7275,test
7276,test
7277,test
7278,train
7279,train
7280,train
7281,train
7282,train
7283,train
7284,train
7285,train
7286,train
7287,train
7288,train
7289,test
7290,train
7291,train
7292,train
7293,train
7294,train
7295,train
7296,train
7297,test
7298,train
7299,test
7300,train
7301,train
7302,train
7303,train
7304,train
7305,test
7306,train
7307,train
7308,train
7309,train
7310,test
7311,train
7312,test
7313,train
7314,train
7315,test
7316,train
7317,train
7318,train
7319,train
7320,train
7321,train
7322,train
7323,test
7324,train
7325,train
7326,train
7327,test
7328,test
7329,train
7330,train
7331,train
7332,train
7333,train
7334,train
7335,train
7336,test
7337,test
7338,train
7339,train
7340,train
7341,train
7342,train
7343,test
7344,train
7345,train
7346,train
7347,train
7348,train
7349,train
7350,train
7351,train
7352,test
7353,train
7354,train
7355,train
7356,train
7357,train
7358,train
7359,train
7360,train
7361,test
7362,train
7363,train
7364,train
7365,train
7366,train
7367,train
7368,train
7369,train
7370,train
7371,train
7372,train
7373,train
7374,train
7375,train
7376,train
7377,train
7378,train
7379,train
7380,train
7381,train
7382,train
7383,train
7384,test
7385,train
7386,test
7387,train
7388,train
7389,train
7390,train
7391,train
7392,train
7393,train
7394,train
7395,train
7396,train
7397,train
7398,train
7399,train
7400,test
7401,train
7402,test
7403,train
7404,train
7405,test
7406,train
7407,train
7408,train
7409,test
7410,train
7411,train
7412,train
7413,train
7414,test
7415,train
7416,train
7417,test
7418,train
7419,train
7420,train
7421,train
7422,train
7423,test
7424,train
7425,train
7426,test
7427,train
7428,train
7429,train
7430,train
7431,test
7432,train
7433,train
7434,train
7435,train
7436,train
7437,train
7438,train
7439,train
7440,train
7441,train
7442,train
7443,train
7444,train
7445,train
7446,test
7447,train
7448,train
7449,test
7450,train
7451,train
7452,train
7453,train
7454,test
7455,train
7456,train
7457,test
7458,train
7459,train
7460,train
7461,test
7462,train
7463,train
7464,test
7465,test
7466,test
7467,train
7468,train
7469,train
7470,train
7471,train
7472,test
7473,train
7474,train
7475,train
7476,train
7477,train
7478,train
7479,train
7480,train
7481,train
7482,test
7483,test
7484,train
7485,test
7486,train
7487,train
7488,train
7489,train
7490,train
7491,train
7492,train
7493,train
7494,train
7495,train
7496,test
7497,train
7498,train
7499,train
7500,train
7501,test
7502,train
7503,train
7504,train
7505,train
7506,train
7507,train
7508,train
7509,test
7510,test
7511,train
7512,train
7513,train
7514,train
7515,test
7516,train
7517,test
7518,train
7519,train
7520,train
7521,train
7522,test
7523,train
7524,train
7525,train
7526,train
7527,train
7528,train
7529,test
7530,test
7531,train
7532,train
7533,test
7534,train
7535,train
7536,train
7537,train
7538,train
7539,train
7540,train
7541,test
7542,train
7543,train
7544,train
7545,test
7546,train
7547,train
7548,train
7549,train
7550,train
7551,train
7552,train
7553,test
7554,train
7555,train
7556,test
7557,train
7558,train
7559,train
7560,train
7561,train
7562,test
7563,test
7564,train
7565,train
7566,train
7567,test
7568,train
7569,train
7570,train
7571,train
7572,train
7573,train
7574,train
7575,test
7576,train
7577,train
7578,train
7579,train
7580,test
7581,train
7582,train
7583,train
7584,train
7585,train
7586,test
7587,train
7588,train
7589,train
7590,train
7591,train
7592,train
7593,train
7594,train
7595,train
7596,train
7597,train
7598,train
7599,train
7600,test
7601,test
7602,test
7603,train
7604,train
7605,train
7606,train
7607,train
7608,test
7609,train
7610,train
7611,train
7612,train
7613,train
7614,train
7615,train
7616,test
7617,test
7618,train
7619,train
7620,test
7621,train
7622,train
7623,train
7624,train
7625,test
7626,test
7627,train
7628,train
7629,test
7630,train
7631,test
7632,train
7633,test
7634,train
7635,train
7636,train
7637,train
7638,train
7639,train
7640,test
7641,test
7642,train
7643,train
7644,train
7645,train
7646,train
7647,train
7648,train
7649,train
7650,train
7651,train
7652,train
7653,train
7654,test
7655,train
7656,train
7657,test
7658,train
7659,test
7660,train
7661,train
7662,train
7663,train
7664,train
7665,train
7666,train
7667,train
7668,train
7669,train
7670,train
7671,test
7672,train
7673,test
7674,train
7675,train
7676,train
7677,train
7678,train
7679,train
7680,train
7681,test
7682,train
7683,test
7684,test
7685,train
7686,test
7687,test
7688,train
7689,train
7690,train
7691,test
7692,train
7693,train
7694,train
7695,train
7696,train
7697,train
7698,train
7699,train
7700,train
7701,train
7702,train
7703,train
7704,test
7705,train
7706,train
7707,train
7708,train
7709,train
7710,test
7711,test
7712,train
7713,train
7714,train
7715,test
7716,train
7717,train
7718,test
7719,train
7720,train
7721,train
7722,train
7723,train
7724,train
7725,train
7726,train
7727,train
7728,test
7729,train
7730,test
7731,train
7732,train
7733,train
7734,train
7735,test
7736,test
7737,train
7738,train
7739,train
7740,train
7741,train
7742,train
7743,train
7744,train
7745,train
7746,train
7747,train
7748,train
7749,test
7750,train
7751,train
7752,train
7753,train
7754,train
7755,test
7756,train
7757,train
7758,train
7759,train
7760,train
7761,test
7762,train
7763,train
7764,test
7765,train
7766,test
7767,train
7768,train
7769,train
7770,test
7771,test
7772,test
7773,test
7774,train
7775,train
7776,train
7777,train
7778,test
7779,train
7780,train
7781,test
7782,train
7783,train
7784,train
7785,train
7786,train
7787,train
7788,train
7789,train
7790,train
7791,train
7792,train
7793,train
7794,train
7795,train
7796,train
7797,train
7798,train
7799,test
7800,train
7801,train
7802,train
7803,train
7804,train
7805,train
7806,train
7807,train
7808,train
7809,test
7810,train
7811,train
7812,train
7813,train
7814,train
7815,train
7816,train
7817,test
7818,train
7819,test
7820,train
7821,train
7822,train
7823,test
7824,train
7825,train
7826,train
7827,train
7828,train
7829,train
7830,train
7831,test
7832,test
7833,train
7834,train
7835,train
7836,train
7837,train
7838,test
7839,train
7840,train
7841,train
7842,train
7843,train
7844,train
7845,train
7846,train
7847,train
7848,train
7849,test
7850,train
7851,test
7852,train
7853,train
7854,test
7855,train
7856,train
7857,train
7858,train
7859,train
7860,train
7861,test
7862,train
7863,test
7864,train
7865,train
7866,train
7867,train
7868,train
7869,test
7870,train
7871,train
7872,train
7873,train
7874,train
7875,train
7876,train
7877,train
7878,test
7879,train
7880,train
7881,train
7882,train
7883,train
7884,train
7885,train
7886,test
7887,train
7888,train
7889,train
7890,test
7891,train
7892,test
7893,train
7894,train
7895,train
7896,train
7897,train
7898,train
7899,train
7900,train
7901,train
7902,train
7903,train
7904,train
7905,train
7906,train
7907,train
7908,test
7909,test
7910,train
7911,train
7912,train
7913,train
7914,test
7915,train
7916,train
7917,test
7918,train
7919,train
7920,train
7921,train
7922,train
7923,train
7924,train
7925,train
7926,train
7927,train
7928,train
7929,train
7930,test
7931,train
7932,train
7933,train
7934,train
7935,train
7936,train
7937,train
7938,train
7939,train
7940,test
7941,test
7942,train
7943,train
7944,train
7945,test
7946,train
7947,train
7948,train
7949,train
7950,train
7951,train
7952,train
7953,train
7954,train
7955,test
7956,train
7957,train
7958,train
7959,train
7960,train
7961,train
7962,train
7963,test
7964,train
7965,train
7966,train
7967,train
7968,test
7969,train
7970,train
7971,test
7972,train
7973,train
7974,train
7975,train
7976,train
7977,train
7978,test
