item_id,n,mean
1195,11,3.272727272727273
1196,3,3.0
1197,45,3.5555555555555554
1198,7,3.142857142857143
1199,23,2.869565217391304
1200,7,3.2857142857142856
1201,1,5.0
1202,8,3.5
1203,21,4.0476190476190474
1204,18,3.611111111111111
1205,6,3.0
1206,19,2.6842105263157894
1207,17,2.2941176470588234
1208,20,2.85
1209,15,2.533333333333333
1210,38,2.736842105263158
1211,12,3.4166666666666665
1212,6,2.8333333333333335
1213,6,2.1666666666666665
1214,9,2.0
1215,30,1.9333333333333333
1216,6,3.0
1217,39,2.871794871794872
1218,26,3.4615384615384617
1219,20,2.9
1220,30,3.3333333333333335
1221,39,3.4871794871794872
1222,25,2.68
1223,4,3.5
1224,12,2.6666666666666665
1225,14,2.642857142857143
1226,32,3.375
1227,8,2.375
1228,48,2.4583333333333335
1229,13,2.1538461538461537
1230,18,1.8333333333333333
1231,22,2.5
1232,17,2.4705882352941178
1233,6,3.5
1234,8,2.375
1235,1,4.0
1236,1,3.0
1237,6,3.5
1238,8,3.125
1239,18,2.4444444444444446
1240,26,3.6538461538461537
1241,6,2.6666666666666665
1242,5,2.6
1243,7,3.7142857142857144
1244,36,2.9166666666666665
1245,19,3.210526315789474
1246,7,1.5714285714285714
1247,6,1.8333333333333333
1248,19,3.0
1249,12,2.8333333333333335
1250,6,1.5
1251,8,4.125
1252,9,3.0
1253,7,2.4285714285714284
1254,11,1.8181818181818181
1255,8,2.25
1256,3,2.0
1257,4,1.75
1258,23,2.5217391304347827
1259,4,2.0
1260,4,2.75
1261,4,3.25
1262,8,3.625
1263,15,2.933333333333333
1264,7,3.2857142857142856
1265,19,3.0526315789473686
1266,12,3.1666666666666665
1267,33,3.0
1268,10,3.3
1269,10,3.9
1270,7,2.2857142857142856
1271,7,2.7142857142857144
1272,5,1.8
1273,15,2.7333333333333334
1274,11,1.7272727272727273
1275,4,2.5
1276,8,2.5
1277,19,3.4210526315789473
1278,16,3.625
1279,9,2.888888888888889
1280,16,2.6875
1281,13,3.1538461538461537
1282,9,3.2222222222222223
1283,19,2.6842105263157894
1284,26,2.8461538461538463
1285,15,3.1333333333333333
1286,17,3.7058823529411766
1287,6,1.3333333333333333
1288,7,3.0
1289,7,2.142857142857143
1290,2,1.5
1291,15,2.2
1292,3,1.6666666666666667
1293,3,5.0
1294,7,3.142857142857143
1295,7,2.5714285714285716
1296,20,3.25
1297,12,2.8333333333333335
1298,9,3.6666666666666665
1299,8,3.0
1300,9,2.3333333333333335
1301,5,3.8
1302,5,3.4
1303,18,2.3333333333333335
1304,2,2.5
1305,7,2.4285714285714284
1306,2,3.0
1307,2,1.5
1308,2,1.0
1309,1,1.0
1310,1,3.0
1311,16,2.5
1312,7,3.0
1313,14,3.142857142857143
1314,11,2.4545454545454546
1315,23,3.130434782608696
1316,7,2.7142857142857144
1317,4,2.0
1318,3,1.3333333333333333
1319,4,1.75
1320,1,1.0
1321,2,2.5
1322,6,2.3333333333333335
1323,3,2.6666666666666665
1324,5,2.4
1325,1,1.0
1326,6,3.3333333333333335
1327,3,2.3333333333333335
1328,6,3.1666666666666665
1329,1,1.0
1330,4,2.5
1331,4,3.0
1332,2,2.0
1333,5,2.8
1334,2,1.0
1335,11,2.6363636363636362
1336,10,1.8
1337,9,2.3333333333333335
1338,4,2.25
1339,1,1.0
1340,1,1.0
1341,1,1.0
1342,2,2.5
1343,1,1.0
1344,5,3.2
1345,2,2.0
1346,5,2.4
1347,4,2.75
1348,1,1.0
1349,1,1.0
1350,2,1.5
1351,3,2.0
1352,1,1.0
1353,5,2.6
1354,2,1.0
1355,6,2.6666666666666665
1356,3,2.6666666666666665
1357,3,2.6666666666666665
1358,2,3.0
1359,2,1.0
1360,2,1.5
1361,3,2.6666666666666665
1362,2,2.0
1363,1,1.0
1364,1,1.0
1365,2,1.5
1366,1,1.0
1367,5,4.2
1368,6,3.6666666666666665
1369,4,2.75
1370,3,2.6666666666666665
1371,2,1.5
1372,3,3.0
1373,1,1.0
1374,2,1.0
1375,10,3.6
1376,7,2.142857142857143
1377,4,3.25
1378,5,2.2
1379,7,2.857142857142857
1380,6,2.3333333333333335
1381,8,3.25
1382,4,2.0
1383,6,2.0
1384,3,1.6666666666666667
1385,5,2.8
1386,6,2.6666666666666665
1387,3,2.0
1388,6,3.3333333333333335
1389,3,3.0
1390,2,2.0
1391,3,2.0
1392,5,2.0
1393,9,2.111111111111111
1394,7,2.4285714285714284
1395,6,2.3333333333333335
1396,5,4.2
1397,5,3.2
1398,2,4.5
1399,7,2.4285714285714284
1400,10,3.1
1401,18,3.2222222222222223
1402,4,2.75
1403,4,2.75
1404,13,3.230769230769231
1405,6,3.3333333333333335
1406,5,3.4
1407,20,2.25
1408,3,1.0
1409,7,2.857142857142857
1410,4,2.75
1411,28,2.5714285714285716
1412,6,1.6666666666666667
1413,8,2.75
1414,1,2.0
1415,9,2.4444444444444446
1416,5,2.4
1417,2,2.5
1418,3,3.6666666666666665
1419,16,2.125
1420,3,1.3333333333333333
1421,11,3.1818181818181817
1422,4,2.25
1423,4,2.25
1424,3,2.3333333333333335
1425,10,2.6
1426,8,3.25
1427,5,2.8
1428,12,3.6666666666666665
1429,4,2.75
1430,3,2.3333333333333335
1431,5,3.4
1432,3,1.0
1433,2,2.0
1434,10,2.5
1435,7,2.5714285714285716
1436,2,2.5
1437,9,2.0
1438,5,2.4
1439,8,3.0
1440,5,3.0
1441,7,2.5714285714285716
1442,5,2.4
1443,4,3.75
1444,19,2.473684210526316
1445,4,2.75
1446,15,3.1333333333333333
1447,1,3.0
1448,3,3.6666666666666665
1449,8,4.625
1450,2,4.0
1451,15,3.8666666666666667
1452,1,4.0
1453,1,2.0
1454,6,3.0
1455,2,2.5
1456,7,3.7142857142857144
1457,1,3.0
1458,1,4.0
1459,7,3.5714285714285716
1460,1,3.0
1461,1,2.0
1462,7,3.7142857142857144
1463,3,3.3333333333333335
1464,3,2.3333333333333335
1465,3,2.3333333333333335
1466,6,4.0
1467,2,5.0
1468,6,3.3333333333333335
1469,12,3.1666666666666665
1470,5,2.6
1471,9,2.4444444444444446
1472,2,3.5
1473,9,3.5555555555555554
1474,6,2.8333333333333335
1475,8,2.875
1476,1,2.0
1477,2,2.5
1478,18,2.7222222222222223
1479,8,2.75
1480,11,2.272727272727273
1481,2,3.0
1482,1,4.0
1483,12,3.4166666666666665
1484,3,2.6666666666666665
1485,4,3.5
1486,1,1.0
1487,5,2.0
1488,4,3.0
1489,5,2.2
1490,3,3.0
1491,2,3.0
1492,1,4.0
1493,1,1.0
1494,1,1.0
1495,5,3.6
1496,5,2.8
1497,2,3.0
1498,1,4.0
1499,4,3.25
1500,2,5.0
1501,5,3.0
1502,2,1.5
1503,10,3.1
1504,3,3.6666666666666665
1505,1,4.0
1506,3,3.6666666666666665
1507,1,3.0
1508,3,2.3333333333333335
1509,5,1.6
1510,1,3.0
1511,5,3.2
1512,6,4.0
1513,3,2.0
1514,7,3.142857142857143
1515,1,4.0
1516,3,4.0
1517,5,2.8
1518,12,3.0
1519,2,3.0
1520,1,3.0
1521,4,3.0
1522,7,2.4285714285714284
1523,2,3.0
1524,8,4.25
1525,1,4.0
1526,1,4.0
1527,7,2.4285714285714284
1528,3,2.3333333333333335
1529,5,2.8
1530,5,2.0
1531,7,3.2857142857142856
1532,2,2.0
1533,1,4.0
1534,6,2.1666666666666665
1535,4,3.0
1536,1,5.0
1537,4,4.0
1538,3,3.0
1539,4,1.75
1540,10,2.8
1541,2,3.5
1542,2,3.0
1543,1,3.0
1544,3,2.6666666666666665
1545,4,2.5
1546,1,1.0
1547,2,3.0
1548,1,1.0
1549,2,1.5
1550,2,3.0
1551,2,2.0
1552,3,2.0
1553,4,2.75
1554,2,3.0
1555,5,2.6
1556,2,2.0
1557,1,1.0
1558,7,3.5714285714285716
1559,1,1.0
1560,4,2.75
1561,1,1.0
1562,1,1.0
1563,1,1.0
1564,1,1.0
1565,1,1.0
1566,1,1.0
1567,1,1.0
1568,1,1.0
1569,1,1.0
1570,1,1.0
1571,1,1.0
1572,1,1.0
1573,2,2.5
1574,1,1.0
1575,1,1.0
1576,1,1.0
1577,1,1.0
1578,2,2.0
1579,1,1.0
1580,1,1.0
1581,1,1.0
1582,1,1.0
1583,1,1.0
1584,1,1.0
1585,2,2.5
1586,1,1.0
1587,1,1.0
1588,2,2.0
1589,4,3.0
1590,2,2.0
1591,6,3.1666666666666665
1592,5,3.6
1593,1,4.0
1594,2,4.5
1595,1,2.0
1596,1,2.0
1597,5,3.0
1598,6,2.5
1599,1,5.0
1600,4,3.75
1601,1,1.0
1602,3,3.3333333333333335
1603,1,3.0
1604,1,4.0
1605,4,3.0
1606,1,2.0
1607,3,3.3333333333333335
1608,4,2.25
1609,3,1.6666666666666667
1610,3,2.0
1611,2,3.0
1612,4,3.75
1613,1,4.0
1614,1,3.0
1615,10,3.0
1616,1,4.0
1617,2,3.0
1618,1,1.0
1619,1,3.0
1620,9,3.2222222222222223
1621,1,1.0
1622,3,2.3333333333333335
1623,3,4.0
1624,1,2.0
1625,1,4.0
1626,1,1.0
1627,1,3.0
1628,4,3.75
1629,2,4.0
1630,1,3.0
1631,2,3.5
1632,1,3.0
1633,1,3.0
1634,1,2.0
1635,1,3.0
1636,1,4.0
1637,1,3.0
1638,1,3.0
1639,3,4.333333333333333
1640,1,3.0
1641,1,3.0
1642,2,4.5
1643,4,3.75
1644,2,1.5
1645,1,4.0
1646,2,3.5
1647,1,3.0
1648,1,2.0
1649,1,3.0
1650,1,4.0
1651,1,4.0
1652,3,1.6666666666666667
1653,1,5.0
1654,1,1.0
1655,1,2.0
1656,2,3.5
1657,1,3.0
1658,3,3.0
1659,1,1.0
1660,1,2.0
1661,1,1.0
1662,2,2.5
1663,1,2.0
1664,4,3.25
1665,1,2.0
1666,1,2.0
1667,1,3.0
1668,1,3.0
1669,1,2.0
1670,1,3.0
1671,1,1.0
1672,2,2.0
1673,1,3.0
1674,1,4.0
1675,1,3.0
1676,1,2.0
1677,1,3.0
1678,1,1.0
1679,1,3.0
1680,1,2.0
1681,1,3.0
1682,1,3.0
